Top100,Name,Pos,Org,Age,H,W,B,T,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId
,Dominic Hamel,SP,NYM,23.4277777,"5' 11""",196,R,R,,,,,,,,Rise,50 / 50,55 / 60,55 / 55,45 / 50,30 / 45,2450,2800,91-95,97,40,sa3017949
,Travis Kuhn,SIRP,SEA,24.2111111,"5' 10""",195,R,R,,,,,,,,Rise/Run,55 / 60,55 / 60,,,30 / 40,,,93-96,98,40,sa3009928
,Jose Butto,SP,NYM,24.3805555,"6' 1""",160,R,R,,,,,,,,None,45 / 45,50 / 50,,55 / 60,45 / 45,2350,,89-94,97,40,sa3003166
,Joel Diaz,SP,NYM,18.4444444,"6' 1""",208,R,R,,,,,,,,None,40 / 45,,55 / 60,30 / 50,25 / 55,,,93-95,96,40,sa3015500
,Joseph Hernandez,SP,SEA,22.1416666,"5' 11""",150,R,R,,,,,,,,Tail,45 / 50,60 / 70,,45 / 50,30 / 45,,,90-94,96,40,sa3006385
,Michael Morales,SP,SEA,19.9805555,"6' 2""",205,R,R,,,,,,,,Tail,30 / 50,,50 / 55,40 / 50,20 / 50,,,88-92,94,40,sa3017783
,Mike Vasil,SP,NYM,22.3805555,"6' 5""",225,R,R,,,,,,,,Rise,50 / 55,50 / 55,50 / 50,40 / 50,30 / 45,,,91-95,97,40,sa3017915
,Juan Then,SIRP,SEA,22.4972222,"6' 1""",200,R,R,,,,,,,,Tail,45 / 60,55 / 60,,40 / 40,40 / 45,2400,2450,93-96,98,40,sa3002793
,Michel Otanez,SIRP,NYM,25.0916666,"6' 3""",215,R,R,,,,,,,,Sink/Tail,70 / 70,50 / 55,,,20 / 35,2200,,97-99,102,40,sa932611
,Jordany Ventura,MIRP,NYM,22.0833333,"6' 0""",165,R,R,,,,,,,,Cut/Rise,45 / 55,50 / 55,,40 / 50,40 / 50,2450,,91-94,95,40,sa3008542
,Luis Rodriguez,SP,NYM,19.675,"6' 3""",190,L,L,,,,,,,,Rise,50 / 60,,55 / 60,30 / 45,30 / 50,,,92-95,97,40,sa3017275
,Gerardo Carrillo,SIRP,WSN,23.8972222,"5' 11""",163,R,R,,,,,,,,Sink/Tail,60 / 60,55 / 60,45 / 45,45 / 55,30 / 40,2300,2650,93-96,99,40,sa3002790
,Freddy Tarnok,SP,ATL,23.7,"6' 3""",185,R,R,,,,,,,,Rise,55 / 60,40 / 45,50 / 50,45 / 55,45 / 50,2450,2275,93-97,98,40,23324
,Jake Irvin,SP,WSN,25.4666666,"6' 6""",225,R,R,,,,,,,,Rise/Tail,50 / 50,55 / 60,,40 / 50,50 / 60,,,93-95,96,40,sa3008223
,Andrew Abbott,SP,CIN,23.1805555,"5' 11""",175,L,L,,,,,,,,Rise,50 / 55,,55 / 60,45 / 50,30 / 45,2350,2700,91-94,95,40,sa3017529
,Aldo Ramirez,SP,WSN,21.25,"6' 0""",191,R,R,,,,,,,,Rise,45 / 50,45 / 50,,45 / 55,35 / 50,2150,2200,90-95,96,40,sa3005371
,Steve Hajjar,SP,CIN,21.9972222,"6' 4""",205,R,L,,,,,,,,Rise,40 / 50,50 / 55,45 / 45,50 / 55,35 / 55,,,88-92,94,40,sa3018177
,Alan Rangel,SP,ATL,24.9583333,"6' 2""",170,R,R,,,,,,,,Rise,55 / 55,,50 / 50,55 / 55,40 / 40,,,92-96,97,40,sa877578
,Levi Stoudt,MIRP,CIN,24.6722222,"6' 1""",195,L,R,,,,,,,,Rise,50 / 50,55 / 55,,30 / 40,50 / 60,2200,2250,93-96,97,40,sa3014545
,Christian Roa,SP,CIN,23.3444444,"6' 4""",210,R,R,,,,,,,,Rise,50 / 50,50 / 50,55 / 55,50 / 55,35 / 50,2200,2300,92-93,96,40,sa3014477
,Andry Lara,SP,WSN,19.5833333,"6' 4""",215,R,R,,,,,,,,Sink,45 / 55,50 / 55,,40 / 50,25 / 55,,,93-95,97,40,sa3014716
,Max Castillo,SP,KCR,23.2555555,"6' 2""",256,R,R,,,,,,,,Tail,45 / 45,50 / 50,,55 / 55,55 / 55,,,92-95,96,40,21956
,Royber Salinas,SIRP,ATL,21.3222222,"6' 3""",260,R,R,,,,,,,,Rise,70 / 70,,60 / 60,45 / 50,30 / 35,,,93-95,98,40,sa3009243
,Brooks Wilson,MIRP,ATL,26.3916666,"6' 2""",205,R,R,,,,,,,,Rise,40 / 40,,45 / 50,,40 / 50,,,90-93,94,40,sa3006966
,Jared Solomon,SIRP,CIN,25.1555555,"6' 2""",192,R,R,,,,,,,,Tail,60 / 60,,,55 / 55,40 / 45,2350,2500,96-98,99,40,23425
,Evan Lee,SIRP,WSN,25.1333333,"6' 1""",200,L,L,,,,,,,,Cut/Rise,50 / 50,,60 / 60,40 / 40,50 / 50,,,88-92,94,40,24988
,Victor Vodnik,SIRP,ATL,22.825,"6' 0""",200,R,R,,,,,,,,Rise,60 / 65,45 / 45,,50 / 55,30 / 40,2350,2200,92-96,98,40,sa3008527
,Daniel Duarte,SIRP,CIN,25.6722222,"6' 1""",220,R,R,,,,,,,,Sink/Tail,60 / 60,60 / 60,,,40 / 40,2300,2700,94-97,98,40,17480
,Zach Brzykcy,SIRP,WSN,23.0666666,"6' 2""",230,R,R,,,,,,,,Rise/Tail,60 / 60,,55 / 55,,30 / 35,2300,2550,94-98,99,40,sa3014984
,Cory Abbott,SP,WSN,26.8777777,"6' 2""",210,R,R,,,,,,,,Tail,40 / 40,55 / 55,50 / 50,45 / 45,55 / 55,2400,2500,88-93,95,40,20277
,Seth Shuman,SP,WSN,24.6805555,"6' 1""",195,R,R,,,,,,,,Rise/Tail,40 / 40,55 / 60,45 / 45,45 / 50,50 / 60,,,90-92,94,40,sa3011187
,Kenya Huggins,SP,CIN,19.65,"6' 3""",215,R,R,,,,,,,,Sink,40 / 50,55 / 60,,,20 / 40,,,91-95,97,40,
,Vin Timpanelli,SIRP,CIN,23.8444444,"6' 2""",210,R,R,,,,,,,,Rise,50 / 55,60 / 70,,,30 / 40,2300,2300,92-95,97,40,sa3014814
,Alejandro Hidalgo,SP,LAA,19.2055555,"6' 1""",160,R,R,,,,,,,,Rise,40 / 50,,50 / 60,40 / 50,20 / 45,2400,,92-94,97,40,sa3015151
,Mason Erla,MIRP,LAA,24.9638888,"6' 4""",200,R,R,,,,,,,,Tail,55 / 60,40 / 45,,55 / 60,30 / 45,,,93-97,98,40,sa3017685
,Reggie Crawford,SIRP,SFG,21.6722222,"6' 4""",235,L,L,,,,,,,,Tail,70 / 70,45 / 55,,,30 / 35,,,93-99,102,40,
,Jake Madden,SIRP,LAA,20.6111111,"6' 4""",175,R,R,,,,,,,,Tail,50 / 55,40 / 45,,50 / 60,30 / 45,,,93-95,97,40,
,Randy Vasquez,MIRP,NYY,23.7583333,"6' 0""",165,R,R,,,,,,,,Cut/Rise,50 / 50,,70 / 70,40 / 45,40 / 45,2500,3150,90-94,95,40,sa3007933
,Tristan Beck,SP,SFG,26.1166666,"6' 4""",190,R,R,,,,,,,,Rise,50 / 50,,55 / 55,55 / 55,40 / 50,2300,2450,89-94,95,40,sa3008526
,Ben Joyce,SIRP,LAA,21.8861111,"6' 5""",225,R,R,,,,,,,,Sink/Tail,80 / 80,45 / 50,,,30 / 30,,,98-101,103,40,
,Ryan Murphy,SP,SFG,22.8277777,"6' 1""",190,R,R,,,,,,,,Rise/Tail,40 / 40,45 / 50,40 / 45,45 / 50,35 / 60,2350,2150,90-94,95,40,sa3014871
,Landen Roupp,SP,SFG,23.9055555,"6' 2""",205,R,R,,,,,,,,Rise/Tail,45 / 45,50 / 50,70 / 70,,35 / 60,,,89-93,95,40,sa3017869
,Matt Sauer,SP,NYY,23.5416666,"6' 4""",245,R,R,,,,,,,,Tail,50 / 60,50 / 55,,40 / 50,40 / 45,2150,2600,92-95,97,40,sa3005118
,Coleman Crow,MIRP,LAA,21.6,"6' 0""",175,R,R,,,,,,,,Tail,40 / 40,50 / 55,55 / 55,30 / 40,50 / 55,,,88-92,94,40,sa3015142
,Trystan Vrieling,SP,NYY,21.8444444,"6' 4""",200,R,R,,,,,,,,Rise,40 / 45,,55 / 55,40 / 45,35 / 55,,,90-94,96,40,
,Tucker Davidson,MIRP,LAA,26.3638888,"6' 2""",215,L,L,,,,,,,,Rise,45 / 45,60 / 60,55 / 55,40 / 40,40 / 40,2200,2500,91-95,98,40,19871
,Brock Selvidge,MIRP,NYY,19.9388888,"6' 3""",205,L,L,,,,,,,,Rise,45 / 60,,45 / 55,,20 / 40,,,90-94,95,40,sa3017950
,Thomas Szapucki,MIRP,SFG,26.15,"6' 2""",181,R,L,,,,,,,,Tail/Rise,50 / 50,,60 / 60,45 / 45,45 / 45,2200,2400,88-94,96,40,21065
,Davis Daniel,SIRP,LAA,25.1527777,"6' 1""",190,R,R,,,,,,,,Rise,50 / 60,50 / 55,55 / 55,35 / 40,45 / 50,2200,2400,90-93,94,40,sa3015037
,Brendan Beck,SP,NYY,23.8333333,"6' 2""",205,R,R,,,,,,,,Sink,30 / 40,40 / 45,50 / 55,40 / 45,35 / 60,,,87-90,94,40,
,Randy Rodriguez,SIRP,SFG,22.9194444,"6' 0""",166,R,R,,,,,,,,,60 / 60,60 / 60,,40 / 45,40 / 40,2400,2750,94-97,99,40,sa3006366
,Mason Albright,SP,LAA,19.6944444,"6' 0""",190,L,L,,,,,,,,Rise/Tail,45 / 50,,55 / 60,30 / 45,20 / 50,,,91-92,94,40,sa3017847
,Nick Zwack,SP,SFG,24.0138888,"6' 3""",230,L,L,,,,,,,,Tail,45 / 45,55 / 60,,40 / 50,30 / 50,,,92-93,95,40,sa3017867
,Walbert Urena,SP,LAA,18.5305555,"6' 0""",170,R,R,,,,,,,,Rise,60 / 70,40 / 45,,50 / 60,20 / 35,,,94-97,100,40,sa3018298
,Sam Delaplane,SIRP,SFG,27.3583333,"5' 11""",175,R,R,,,,,,,,Rise,60 / 60,70 / 70,,,40 / 45,2150,2800,92-95,97,40,sa3004222
,Adam Seminaris,MIRP,LAA,23.7972222,"6' 0""",185,L,L,,,,,,,,Sink,35 / 40,,45 / 50,55 / 60,45 / 60,2000,2500,86-90,92,40,sa3015010
,Fernando Guanare,SP,LAA,19.125,"6' 1""",140,R,R,,,,,,,,Rise,30 / 45,35 / 55,45 / 50,30 / 50,25 / 60,2200,2500,86-89,92,40,sa3015496
,Sean Hjelle,SP,SFG,25.2472222,"6' 11""",215,R,R,,,,,,,,None,45 / 45,45 / 45,,45 / 50,45 / 55,2250,1850,91-94,96,40,21481
,Cade Povich,SP,BAL,22.3166666,"6' 3""",185,L,L,,,,,,,,Rise,35 / 45,,50 / 55,35 / 50,35 / 60,2100,2100,86-92,96,40,sa3017787
,Carter Baumler,SP,BAL,20.5166666,"6' 2""",195,R,R,,,,,,,,Rise,45 / 50,50 / 55,45 / 55,30 / 50,30 / 45,,,90-92,94,40,sa3014480
,Jean Pinto,SIRP,BAL,21.575,"5' 11""",200,R,R,,,,,,,,Cut/Rise,50 / 60,60 / 60,,40 / 45,30 / 50,2300,3000,90-94,96,40,sa3011803
,Chayce McDermott,SP,BAL,23.9555555,"6' 3""",197,L,R,,,,,,,,Rise,55 / 60,50 / 55,50 / 55,30 / 40,30 / 45,,,92-95,98,40,sa3017420
,Mike Baumann,SIRP,BAL,26.9055555,"6' 4""",225,R,R,,,,,,,,Rise,55 / 60,70 / 70,45 / 45,40 / 45,40 / 40,2150,2300,92-95,97,40,20206
,Kyle Brnovich,SP,BAL,24.7944444,"6' 2""",190,R,R,,,,,,,,Rise,40 / 40,,55 / 60,45 / 50,55 / 60,2500,1450,88-92,94,40,sa3014923
,Alexander Wells,SP,BAL,25.4416666,"6' 1""",195,L,L,,,,,,,,Rise,30 / 30,45 / 45,50 / 50,40 / 45,55 / 70,2250,2550,86-89,91,40,19845
,Chris Vallimont,MIRP,BAL,25.3833333,"6' 5""",220,R,R,,,,,,,,Rise,50 / 55,50 / 55,45 / 50,40 / 45,30 / 40,2350,2600,89-93,95,40,sa3008026
,JP Sears,SP,OAK,26.4638888,"5' 11""",180,R,L,,,,,,,,Rise,45 / 50,50 / 50,,45 / 50,55 / 60,2250,2450,92-94,95,40,23429
,Adam Oller,SP,OAK,27.8027777,"6' 4""",225,R,R,,,,,,,,Rise/Run,60 / 60,40 / 40,50 / 50,55 / 55,50 / 55,2250,2250,91-95,96,40,20132
,Tommy Mace,SP,CLE,23.7361111,"6' 6""",230,R,R,,,,,,,,Sink/Tail,50 / 50,55 / 60,45 / 50,40 / 50,35 / 55,,,91-95,97,40,sa3018140
,Zach Logue,SP,OAK,26.2861111,"6' 0""",165,L,L,,,,,,,,Rise,40 / 40,45 / 45,,60 / 60,60 / 60,2200,2400,91-93,95,40,20231
,Peyton Battenfield,MIRP,CLE,24.9888888,"6' 4""",224,R,R,,,,,,,,Rise,50 / 50,,50 / 50,45 / 45,35 / 45,2300,2550,92-95,96,40,sa3010133
,Joey Estes,SP,OAK,20.8277777,"6' 2""",190,R,R,,,,,,,,Tail,55 / 60,40 / 45,,50 / 55,35 / 55,2450,2600,93-96,97,40,sa3011637
,Lenny Torres,SP,CLE,21.8083333,"6' 2""",190,R,R,,,,,,,,Tail,45 / 45,50 / 50,,45 / 55,40 / 50,2250,2350,92-95,97,40,sa3008329
,Garrett Acton,SIRP,OAK,24.1416666,"6' 1""",211,R,R,,,,,,,,Tail,65 / 65,45 / 50,,45 / 50,30 / 40,2500,2450,93-95,96,40,sa3014787
,Tanner Burns,SP,CLE,23.6055555,"6' 0""",215,R,R,,,,,,,,Rise,45 / 45,50 / 55,45 / 45,45 / 50,40 / 50,2300,2450,90-94,95,40,sa3014451
,Blake Beers,SP,OAK,24.0583333,"6' 4""",215,R,R,,,,,,,,Rise/Tail,50 / 50,60 / 70,45 / 50,35 / 40,30 / 45,,,91-95,97,40,sa3018004
,Jacob Watters,SIRP,OAK,21.425,"6' 4""",230,R,R,,,,,,,,Rise,60 / 60,,60 / 60,,30 / 35,,,93-97,98,40,
,Austin Love,SP,STL,23.5277777,"6' 3""",232,R,R,,,,,,,,,50 / 50,55 / 55,,40 / 50,45 / 55,,,92-95,98,40,sa3017609
,Doug Nikhazy,SP,CLE,22.9861111,"5' 11""",205,L,L,,,,,,,,Rise,40 / 45,45 / 50,55 / 55,30 / 40,35 / 55,1800,2450,89-91,95,40,sa3018110
,Mason Miller,SIRP,OAK,23.95,"6' 5""",211,R,R,,,,,,,,Sink/Tail,60 / 65,55 / 60,,40 / 45,30 / 40,,,93-97,99,40,sa3017934
,Ian Bedell,SP,STL,22.9194444,"6' 2""",198,R,R,,,,,,,,Rise/Tail,40 / 45,,55 / 60,40 / 50,35 / 60,,,88-93,94,40,sa3014538
,Jorge Juan,SP,OAK,23.4166666,"6' 8""",200,R,R,,,,,,,,Tail,60 / 65,55 / 60,,40 / 45,30 / 50,2300,2350,95-97,99,40,sa3005826
,Brycen Mautz,SP,STL,21.0527777,"6' 3""",190,L,L,,,,,,,,Sink,40 / 45,60 / 60,,30 / 40,35 / 60,,,90-94,95,40,
,Hunter Gaddis,MIRP,CLE,24.325,"6' 6""",212,R,R,,,,,,,,Rise,50 / 50,45 / 45,40 / 40,55 / 60,40 / 45,2200,2400,90-93,96,40,25636
,Brent Honeywell Jr.,SP,OAK,27.35,"6' 2""",180,R,R,,,,,,,,Tail,50 / 50,,,60 / 60,60 / 60,2400,2600,92-95,96,40,16466
,Josh Wolf,MIRP,CLE,21.9305555,"6' 2""",175,R,R,,,,,,,,Tail,50 / 55,50 / 55,,40 / 50,30 / 45,2300,2350,92-95,97,40,sa3011638
,Christian Fernandez,SP,OAK,22.9861111,"6' 2""",170,R,R,,,,,,,,Tail,45 / 45,50 / 55,55 / 55,40 / 50,30 / 50,,,91-94,96,40,sa917688
,Freddy Pacheco,SIRP,STL,24.3027777,"5' 11""",203,R,R,,,,,,,,Rise/Tail,70 / 70,55 / 60,,,30 / 40,,,94-98,99,40,sa3006164
,Jack Weisenburger,SIRP,OAK,24.8277777,"6' 3""",220,R,R,,,,,,,,Tail,55 / 55,70 / 70,,,30 / 35,2500,2500,93-96,97,40,sa3011607
,Packy Naughton,MIRP,STL,26.3055555,"6' 2""",195,R,L,,,,,,,,Tail,40 / 40,45 / 50,,60 / 60,55 / 55,2000,2100,87-92,94,40,23292
,Inohan Paniagua,SP,STL,22.5,"6' 1""",160,R,R,,,,,,,,Sink,35 / 40,,55 / 60,40 / 50,35 / 60,,,89-92,94,40,sa3006417
,Peter Heubeck,SP,LAD,20.0388888,"6' 3""",170,R,R,,,,,,,,Rise,40 / 60,45 / 55,45 / 55,30 / 50,20 / 40,,,91-94,96,40,sa3017936
,Brian Howard,SP,OAK,27.2805555,"6' 9""",185,R,R,,,,,,,,Tail,50 / 50,,45 / 50,45 / 50,50 / 55,2150,2500,89-91,93,40,sa918377
,Maximo Martinez,SP,LAD,18.125,"6' 2""",205,R,R,,,,,,,,None,50 / 55,40 / 50,50 / 55,30 / 40,25 / 55,,,93-96,99,40,sa3016026
,Nick Robertson,SIRP,LAD,24.0555555,"6' 6""",265,R,R,,,,,,,,Rise,70 / 70,50 / 50,,45 / 50,30 / 40,,,94-97,99,40,sa3011248
,Reny Artiles,SP,CLE,20.5527777,"6' 0""",170,R,R,,,,,,,,Cut,40 / 45,45 / 50,45 / 50,45 / 50,30 / 45,2050,,91-94,95,35+,sa3008716
,Kirby Snead,SIRP,OAK,27.8305555,"6' 0""",200,L,L,,,,,,,,Sink/Tail,45 / 45,55 / 55,,45 / 50,45 / 45,2550,2750,92-94,95,35+,19179
,Nathanael Heredia,SIRP,STL,21.9055555,"6' 3""",190,L,L,,,,,,,,Tail,55 / 55,50 / 55,,,30 / 40,,,93-95,96,35+,sa3009986
,Trey Benton,SIRP,CLE,24.1333333,"6' 4""",209,R,R,,,,,,,,Rise,45 / 50,,55 / 60,,30 / 40,2550,2600,90-93,94,35+,sa3015034
,Edwin Nunez,SIRP,STL,20.7527777,"6' 3""",180,R,R,,,,,,,,Rise,55 / 70,,45 / 55,,20 / 35,,,92-96,99,35+,sa3014813
,Jacob Zibin,SP,CLE,17.5166666,"6' 4""",218,R,R,,,,,,,,None,45 / 50,50 / 55,,45 / 50,30 / 50,,,92-96,98,35+,
,Eduardo Rivera,SIRP,OAK,19.1472222,"6' 7""",237,L,L,,,,,,,,Rise,55 / 60,,50 / 55,,20 / 40,,,93-96,97,35+,sa3017951
,Randel Clemente,SIRP,STL,20.7194444,"6' 3""",173,R,R,,,,,,,,,50 / 60,45 / 55,,,30 / 40,,,94-97,98,35+,sa3016003
,Nic Enright,SIRP,CLE,25.5777777,"6' 3""",205,R,R,,,,,,,,Rise,50 / 50,,55 / 55,,30 / 45,2250,2700,89-91,94,35+,sa3010299
,Dany Jimenez,SIRP,OAK,26.6194444,"6' 3""",190,R,R,,,,,,,,Rise,55 / 55,50 / 55,,,30 / 30,2350,2400,93-96,97,35+,21170
,Alec Willis,SP,STL,19.35,"6' 5""",220,R,R,,,,,,,,,40 / 50,,45 / 55,30 / 50,20 / 50,,,89-93,94,35+,sa3017992
,Wandisson Charles,SIRP,OAK,25.9138888,"6' 5""",252,R,R,,,,,,,,Rise/Tail,70 / 70,40 / 45,,,30 / 35,2200,,94-98,99,35+,sa874818
,Aiden McIntyre,SIRP,OAK,26.9416666,"6' 5""",220,R,R,,,,,,,,Rise/Tail,55 / 65,40 / 45,,45 / 55,30 / 40,,,92-95,96,35+,sa3007733
,Stevie Emanuels,SP,OAK,23.5166666,"6' 5""",215,R,R,,,,,,,,Tail,40 / 50,50 / 55,,40 / 50,30 / 55,2350,2600,87-92,94,35+,sa3014698
,River Ryan,SP,LAD,23.9694444,"6' 2""",195,R,R,,,,,,,,Rise,50 / 60,,45 / 60,,30 / 50,,,93-95,97,35+,sa3016863
,Kyle Hurt,MIRP,LAD,24.1833333,"6' 3""",215,R,R,,,,,,,,Cut,55 / 55,30 / 40,,55 / 60,30 / 40,2100,2300,93-96,97,35+,sa3016453
,Jose Hernandez,SIRP,LAD,24.6,"6' 3""",205,L,L,,,,,,,,Rise,55 / 55,45 / 50,,45 / 50,40 / 40,,,93-95,96,35+,sa928463
,Guillermo Zuniga,SIRP,LAD,23.8222222,"6' 5""",230,R,R,,,,,,,,Tail,70 / 70,55 / 55,,40 / 40,30 / 30,2350,2450,94-97,99,35+,sa945024
,Tanner Dodson,SIRP,LAD,25.2416666,"6' 1""",170,S,R,,,,,,,,Tail,55 / 60,55 / 55,,45 / 45,40 / 40,2400,2450,93-96,97,35+,sa3007008
,Carlos De Los Santos,SIRP,LAD,21.7166666,"6' 2""",170,R,R,,,,,,,,None,60 / 60,55 / 60,,,20 / 30,,,94-98,100,35+,sa3005448
,Madison Jeffrey,SIRP,LAD,22.3944444,"6' 0""",190,L,R,,,,,,,,Rise,50 / 55,,60 / 60,,30 / 40,,,93-95,96,35+,sa3018206
,Jorge Gonzalez,SIRP,LAD,19.9333333,"6' 5""",203,R,R,,,,,,,,,45 / 55,50 / 55,,30 / 45,20 / 45,,,91-94,95,35+,sa3009504
,Robinson Ortiz,MIRP,LAD,22.5888888,"6' 0""",190,L,L,,,,,,,,Tail,50 / 55,,45 / 55,50 / 55,30 / 40,2200,2550,89-94,98,35+,sa3004006
,Luis Perales,SIRP,BOS,19.3111111,"6' 1""",168,R,R,,,,,,,,Rise,60 / 60,,45 / 55,30 / 45,20 / 40,,,95-97,98,35+,sa3014677
,Zack Kelly,SIRP,BOS,27.425,"6' 3""",230,R,R,,,,,,,,,60 / 60,,,55 / 60,30 / 35,,,93-96,98,35+,sa3004118
,Chris Murphy,MIRP,BOS,24.1694444,"6' 1""",188,L,L,,,,,,,,Rise,45 / 50,40 / 40,45 / 50,50 / 55,35 / 40,2350,2200,89-93,95,35+,sa3011431
,Damon Jones,SIRP,PHI,27.85,"6' 5""",225,L,L,,,,,,,,Rise,55 / 55,60 / 60,,,30 / 35,2350,2800,92-95,97,35+,23310
,Andrew Schultz,SIRP,PHI,25.0166666,"6' 4""",195,R,R,,,,,,,,Tail,70 / 70,45 / 50,,35 / 40,30 / 35,2450,,96-99,100,35+,sa3010782
,Blake Brown,SIRP,PHI,23.9666666,"6' 1""",195,R,R,,,,,,,,Rise,65 / 70,45 / 50,40 / 45,,30 / 40,2600,2550,95-97,99,35+,sa3014847
,Bradley Blalock,SP,BOS,21.6138888,"6' 2""",205,R,R,,,,,,,,Rise,55 / 60,45 / 50,30 / 45,30 / 40,30 / 45,,,93-95,98,35+,sa3011809
,Drew Baker,SIRP,PHI,22.3666666,#N/A,#N/A,#N/A,#N/A,,,,,,,,Rise,60 / 60,,60 / 60,,30 / 35,2500,,94-98,99,35+,sa3017196
,Andrew Politi,SIRP,BOS,26.1722222,"6' 0""",191,R,R,,,,,,,,Rise,55 / 55,50 / 55,,45 / 50,30 / 40,2450,2500,92-95,96,35+,sa3007243
,Alex McFarlane,SIRP,PHI,21.1583333,"6' 4""",215,R,R,,,,,,,,Tail,50 / 50,55 / 60,,,30 / 40,,,93-96,98,35+,
,Mason Montgomery,SP,TBR,22.1361111,"6' 2""",195,L,L,,,,,,,,Rise,45 / 55,30 / 45,,60 / 70,30 / 45,2150,,90-94,96,35+,sa3017306
,Juan Daniel Encarnacion,SP,BOS,21.35,"6' 2""",173,R,R,,,,,,,,Rise,40 / 50,45 / 55,,40 / 50,30 / 45,,,89-93,94,35+,sa3008697
,Michael Plassmeyer,SP,PHI,25.7527777,"6' 2""",192,L,L,,,,,,,,Tail,30 / 30,,45 / 45,50 / 55,55 / 60,2350,2300,87-91,93,35+,sa3006962
,Angel Bastardo,SIRP,BOS,20.1333333,"6' 1""",175,R,R,,,,,,,,Rise,50 / 55,45 / 50,,45 / 50,30 / 40,,,93-97,98,35+,sa3009716
,Angel Chivilli,SIRP,COL,20.0222222,"6' 2""",162,R,R,,,,,,,,Tail,45 / 55,,,50 / 55,30 / 50,2300,,92-95,97,35+,sa3009470
,Rafael Marcano,SIRP,PHI,22.2944444,"6' 1""",170,L,L,,,,,,,,Rise,50 / 55,,55 / 55,30 / 35,30 / 50,2400,2400,91-94,96,35+,sa3008330
,Dominic Pipkin,SIRP,PHI,22.7527777,"6' 4""",170,R,R,,,,,,,,Sink,50 / 60,40 / 45,40 / 45,45 / 55,35 / 50,2200,2100,93-96,98,35+,sa3007896
,Riley Pint,SIRP,COL,24.75,"6' 4""",210,R,R,,,,,,,,None,70 / 70,60 / 60,,55 / 55,20 / 30,2250,2750,95-99,100,35+,sa917922
,Jean Cabrera,SP,PHI,20.7944444,"6' 4""",155,R,R,,,,,,,,,50 / 60,40 / 45,,30 / 50,30 / 45,2450,2150,93-96,97,35+,sa3015433
,Jackson Cox,SP,COL,18.8638888,"6' 1""",185,R,R,,,,,,,,None,40 / 45,,60 / 70,30 / 45,20 / 50,,,91-94,96,35+,
,Gunner Mayer,SIRP,PHI,22.025,"6' 6""",190,R,R,,,,,,,,Rise,45 / 55,50 / 60,,30 / 45,30 / 50,2450,2150,90-94,95,35+,sa3011199
,Jose Pena Jr.,SIRP,PHI,19.0777777,"6' 3""",200,R,R,,,,,,,,,45 / 50,,50 / 60,40 / 45,20 / 45,,,92-95,96,35+,sa3017821
,Chih-Jung Liu,SIRP,BOS,23.3305555,"6' 0""",185,R,R,,,,,,,,Tail,40 / 60,50 / 60,,,30 / 40,2300,2400,93-96,98,35+,sa3014675
,Blair Calvo,SIRP,COL,26.4416666,"6' 3""",195,R,R,,,,,,,,Tail,55 / 60,60 / 60,,,30 / 40,2250,2800,94-97,98,35+,sa3010116
,Brendan Cellucci,SIRP,BOS,24.1,"6' 4""",200,L,L,,,,,,,,Rise,50 / 50,,60 / 60,,20 / 35,2300,2500,94-96,97,35+,sa3011710
,Gavin Hollowell,SIRP,COL,24.7555555,"6' 7""",215,R,R,,,,,,,,Tail,55 / 55,55 / 60,,,30 / 40,2550,2250,92-96,97,35+,sa3010239
,Jeremy Wu-Yelland,SIRP,BOS,23.1166666,"6' 2""",210,L,L,,,,,,,,Rise/Tail,50 / 55,55 / 60,45 / 45,45 / 50,30 / 35,,,92-95,96,35+,sa3014520
,PJ Poulin,SIRP,COL,26.0305555,"6' 1""",195,R,L,,,,,,,,Rise,50 / 50,50 / 50,,,55 / 60,,,89-93,94,35+,sa3007223
,Nicoly Pina,SIRP,PHI,22.8277777,"6' 3""",203,R,R,,,,,,,,Rise,55 / 60,45 / 55,,,30 / 40,2300,2350,93-96,97,35+,sa3005875
,Jose Lopez,MIRP,TBR,23.475,"6' 1""",200,L,L,,,,,,,,Tail,55 / 60,55 / 60,,40 / 45,35 / 40,2350,2450,93-95,97,35+,sa3003055
,Noah Dean,SIRP,BOS,21.4055555,"6' 2""",215,L,L,,,,,,,,Rise,60 / 60,40 / 55,,,30 / 40,,,93-96,99,35+,
,Carson Palmquist,MIRP,COL,21.8027777,"6' 3""",185,L,L,,,,,,,,Rise/Tail,45 / 45,45 / 50,,45 / 50,30 / 45,,,88-92,94,35+,
,Starlyn Castillo,SIRP,PHI,20.45,"6' 0""",210,R,R,,,,,,,,Tail,55 / 60,55 / 60,,40 / 50,30 / 45,2250,2500,93-95,97,35+,sa3011608
,Brendan McKay,SP,TBR,26.6333333,"6' 2""",212,L,L,,,,,,,,Sink,30 / 40,,50 / 50,50 / 55,55 / 70,2250,2050,91-95,96,35+,20186
,Bryan Perez,SP,COL,18.9111111,"6' 2""",167,R,R,,,,,,,,,55 / 60,45 / 50,,30 / 45,20 / 45,,,93-97,99,35+,sa3016515
