Name,Top100,Pos,Class,Org,Age,H,W,B,T,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,CMD,Bio.Class,Ht,Wt,Pos.Class
Juan Mendez,NA,SIRP,Pitcher,MIN,23,60,80,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,40,Pitcher,"6' 4""",240,RP
Juan Olmos,NA,C,Catcher,KCR,17,60,50,R,R,50,40,50,30,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",175,C
Juan Then,NA,SIRP,Pitcher,SEA,22,50,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,40,45,Pitcher,"6' 1""",200,RP
Jud Fabian,NA,CF,Position,BAL,22,50,50,R,L,40,60,60,60,60,60,NA,NA,NA,NA,NA,Position,"6' 1""",180,OF
Julian Fernandez,NA,SIRP,Pitcher,COL,26,70,70,R,R,NA,NA,NA,NA,NA,NA,70,NA,NA,50,20,Pitcher,"6' 6""",233,RP
Julio Robaina,NA,MIRP,Pitcher,HOU,21,40,60,L,L,NA,NA,NA,NA,NA,NA,40,50,50,60,45,Pitcher,"5' 11""",200,RP
Julio Rodriguez,NA,SIRP,Pitcher,SFG,22,60,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,40,Pitcher,"6' 3""",180,RP
Junior Caminero,60,3B,Position,TBR,19,60,50,R,R,50,60,60,40,50,60,NA,NA,NA,NA,NA,Position,"6' 3""",180,CI
Junior Perez,NA,RF,Position,OAK,21,50,60,R,R,40,50,60,40,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",200,OF
Junior Sanquintin,NA,3B,Position,CLE,20,50,50,S,R,40,40,60,40,40,60,NA,NA,NA,NA,NA,Position,"6' 0""",180,CI
Junior Santos,NA,SIRP,Pitcher,NYM,21,80,80,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,40,Pitcher,"6' 8""",240,RP
Justice Thompson,NA,CF,Position,CIN,22,60,60,R,R,40,40,50,60,50,45,NA,NA,NA,NA,NA,Position,"6' 4""",205,OF
Justin Campbell,NA,SP,Pitcher,CLE,21,80,70,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,60,50,Pitcher,"6' 7""",219,SP
Justin Crawford,NA,CF,Position,PHI,18,60,50,L,R,60,50,60,70,60,45,NA,NA,NA,NA,NA,Position,"6' 3""",175,OF
Justin Foscue,NA,2B,Position,TEX,23,50,60,R,R,50,50,60,30,30,30,NA,NA,NA,NA,NA,Position,"6' 0""",210,MI
Justin Lange,NA,SP,Pitcher,NYY,21,60,70,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,50,45,Pitcher,"6' 4""",220,SP
Justin Martinez,NA,MIRP,Pitcher,ARI,21,60,50,R,R,NA,NA,NA,NA,NA,NA,70,50,NA,50,40,Pitcher,"6' 3""",180,RP
Justin Slaten,NA,SIRP,Pitcher,TEX,25,60,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 4""",222,RP
Justin Sterner,NA,SIRP,Pitcher,TBR,26,50,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,55,Pitcher,"6' 1""",215,RP
Justin Topa,NA,SIRP,Pitcher,MIL,31,60,60,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,30,Pitcher,"6' 4""",200,RP
Justyn-Henry Malloy,NA,3B,Position,ATL,22,60,60,R,R,50,40,50,40,50,30,NA,NA,NA,NA,NA,Position,"6' 3""",212,CI
Kade McClure,NA,SP,Pitcher,CHW,26,80,70,R,R,NA,NA,NA,NA,NA,NA,60,60,50,NA,50,Pitcher,"6' 7""",230,SP
Kaden Polcovich,NA,2B,Position,SEA,23,40,50,S,R,50,50,50,60,50,40,NA,NA,NA,NA,NA,Position,"5' 9""",190,MI
Kahlil Watson,NA,SS,Position,MIA,19,40,40,L,R,40,60,60,60,50,45,NA,NA,NA,NA,NA,Position,"5' 11""",168,MI
Kai-Wei Teng,NA,MIRP,Pitcher,SFG,23,60,80,R,R,NA,NA,NA,NA,NA,NA,50,60,50,40,50,Pitcher,"6' 4""",260,RP
Kala'i Rosario,NA,LF,Position,MIN,20,50,70,R,R,40,60,60,40,50,55,NA,NA,NA,NA,NA,Position,"6' 1""",220,OF
Kameron Misner,NA,CF,Position,TBR,24,60,60,L,L,40,50,60,60,60,55,NA,NA,NA,NA,NA,Position,"6' 4""",218,OF
Kamren James,NA,3B,Position,TBR,22,60,60,R,R,50,50,50,50,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",205,CI
Karl Kauffmann,NA,SP,Pitcher,COL,25,60,60,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,60,45,Pitcher,"6' 2""",200,SP
Kasey Kalich,NA,SIRP,Pitcher,KCR,24,60,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,35,Pitcher,"6' 3""",220,RP
Keagan Gillies,NA,SIRP,Pitcher,BAL,24,80,80,R,R,NA,NA,NA,NA,NA,NA,60,50,50,30,40,Pitcher,"6' 8""",255,RP
Keaton Winn,NA,MIRP,Pitcher,SFG,24,60,70,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,NA,40,Pitcher,"6' 4""",238,RP
Keider Montero,NA,SIRP,Pitcher,DET,22,50,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,50,45,Pitcher,"6' 1""",175,RP
Kelvin Caceres,NA,SIRP,Pitcher,LAA,22,50,50,R,R,NA,NA,NA,NA,NA,NA,70,NA,60,NA,30,Pitcher,"6' 1""",180,RP
Ken Waldichuk,69,SP,Pitcher,OAK,24,60,70,L,L,NA,NA,NA,NA,NA,NA,70,50,50,70,50,Pitcher,"6' 4""",220,SP
Kendall Simmons,NA,SS,Position,PHI,22,60,50,R,R,40,60,70,50,50,55,NA,NA,NA,NA,NA,Position,"6' 2""",180,MI
Kendry Rojas,NA,SIRP,Pitcher,TOR,19,60,50,L,L,NA,NA,NA,NA,NA,NA,60,NA,60,NA,45,Pitcher,"6' 2""",190,RP
Kenya Huggins,NA,SP,Pitcher,CIN,19,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,NA,40,Pitcher,"6' 3""",215,SP
Keoni Cavaco,NA,3B,Position,MIN,21,50,50,R,R,40,60,60,60,50,55,NA,NA,NA,NA,NA,Position,"6' 0""",195,CI
Kervin Castro,NA,SIRP,Pitcher,CHC,23,50,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,40,Pitcher,"6' 0""",210,RP
Kevin Abel,NA,SP,Pitcher,CIN,23,50,50,R,R,NA,NA,NA,NA,NA,NA,30,NA,60,60,55,Pitcher,"6' 1""",195,SP
Kevin Alcantara,54,CF,Position,CHC,20,60,50,R,R,40,60,70,50,50,55,NA,NA,NA,NA,NA,Position,"6' 3""",193,OF
Kevin Guerrero,NA,RF,Position,BAL,18,60,50,R,R,60,50,60,50,60,60,NA,NA,NA,NA,NA,Position,"6' 4""",190,OF
Kevin Kopps,NA,SIRP,Pitcher,SDP,25,50,60,R,R,NA,NA,NA,NA,NA,NA,30,60,NA,NA,60,Pitcher,"6' 0""",200,RP
Kevin Made,NA,SS,Position,CHC,20,40,50,R,R,40,50,50,60,60,55,NA,NA,NA,NA,NA,Position,"5' 10""",180,MI
Kevin Parada,86,LF,Position,NYM,21,50,60,R,R,60,60,60,40,40,45,NA,NA,NA,NA,NA,Position,"6' 1""",197,OF
Kevin Smith,NA,SP,Pitcher,BAL,25,70,60,R,L,NA,NA,NA,NA,NA,NA,40,60,NA,50,50,Pitcher,"6' 5""",200,SP
Khalil Lee,NA,RF,Position,NYM,24,40,60,L,L,40,50,60,60,60,60,NA,NA,NA,NA,NA,Position,"5' 10""",200,OF
Kody Clemens,NA,2B,Position,DET,26,50,40,L,R,40,50,60,40,40,50,NA,NA,NA,NA,NA,Position,"6' 1""",170,MI
Koen Moreno,NA,SP,Pitcher,CHC,21,60,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,50,50,55,Pitcher,"6' 2""",176,SP
Kohl Franklin,NA,SP,Pitcher,CHC,23,40,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,60,50,Pitcher,"5' 11""",192,SP
Kohl Simas,NA,SP,Pitcher,CHW,22,50,50,R,R,NA,NA,NA,NA,NA,NA,50,60,60,50,50,Pitcher,"6' 1""",190,SP
Korey Lee,NA,C,Catcher,HOU,24,60,60,R,R,40,50,60,50,50,70,NA,NA,NA,NA,NA,Position,"6' 2""",210,C
Korry Howell,NA,CF,Position,SDP,24,60,50,R,R,40,40,50,70,60,45,NA,NA,NA,NA,NA,Position,"6' 2""",175,OF
Kristian Robinson,NA,RF,Position,ARI,21,60,50,R,R,50,60,70,50,60,60,NA,NA,NA,NA,NA,Position,"6' 3""",190,OF
Kumar Rocker,NA,SP,Pitcher,TEX,22,70,80,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,60,45,Pitcher,"6' 5""",250,SP
Ky Bush,NA,SIRP,Pitcher,LAA,22,70,80,L,L,NA,NA,NA,NA,NA,NA,60,60,50,NA,40,Pitcher,"6' 6""",250,RP
Kyle Brnovich,NA,SP,Pitcher,BAL,24,60,50,R,R,NA,NA,NA,NA,NA,NA,40,NA,60,50,60,Pitcher,"6' 2""",190,SP
Kyle Harrison,21,SP,Pitcher,SFG,21,60,60,R,L,NA,NA,NA,NA,NA,NA,60,60,NA,60,50,Pitcher,"6' 2""",215,SP
Kyle Hurt,NA,MIRP,Pitcher,LAD,24,60,60,R,R,NA,NA,NA,NA,NA,NA,60,40,NA,60,40,Pitcher,"6' 3""",215,RP
Kyle Manzardo,73,1B,Position,TBR,22,50,60,L,R,70,50,50,40,50,NA,NA,NA,NA,NA,NA,Position,"6' 1""",205,CI
Kyle Muller,NA,SIRP,Pitcher,ATL,25,80,80,R,L,NA,NA,NA,NA,NA,NA,70,60,60,50,35,Pitcher,"6' 7""",250,RP
Kyle Nicolas,NA,SIRP,Pitcher,PIT,23,60,70,R,R,NA,NA,NA,NA,NA,NA,60,60,50,30,40,Pitcher,"6' 4""",223,RP
Kyle Stowers,NA,RF,Position,BAL,24,60,60,L,L,40,60,60,50,60,60,NA,NA,NA,NA,NA,Position,"6' 3""",205,OF
Kyle Tyler,NA,SP,Pitcher,SDP,25,50,50,R,R,NA,NA,NA,NA,NA,NA,50,50,50,50,50,Pitcher,"6' 0""",185,SP
Kyren Paris,NA,2B,Position,LAA,20,50,40,R,R,60,30,50,70,50,40,NA,NA,NA,NA,NA,Position,"6' 0""",170,MI
Landen Roupp,NA,SP,Pitcher,SFG,24,60,60,R,R,NA,NA,NA,NA,NA,NA,50,50,70,NA,60,Pitcher,"6' 2""",205,SP
Landon Knack,NA,SP,Pitcher,LAD,25,60,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,50,50,Pitcher,"6' 2""",225,SP
Landon Marceaux,NA,SP,Pitcher,LAA,23,50,50,R,R,NA,NA,NA,NA,NA,NA,40,60,60,40,55,Pitcher,"6' 0""",179,SP
Landon Sims,NA,MIRP,Pitcher,ARI,21,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 2""",216,RP
Lawrence Butler,NA,1B,Position,OAK,22,60,60,L,L,40,60,70,50,40,NA,NA,NA,NA,NA,NA,Position,"6' 3""",210,CI
Lazaro Montes,NA,RF,Position,SEA,17,60,60,L,L,50,60,70,50,40,60,NA,NA,NA,NA,NA,Position,"6' 4""",205,OF
Leandro Arias,NA,SS,Position,BAL,17,50,40,S,R,60,40,50,60,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",170,MI
Lenny Torres,NA,SP,Pitcher,CLE,21,60,50,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,60,50,Pitcher,"6' 2""",190,SP
Lenyn Sosa,NA,2B,Position,CHW,22,50,50,R,R,60,40,50,30,40,45,NA,NA,NA,NA,NA,Position,"6' 0""",180,MI
Leo Jimenez,NA,SS,Position,TOR,21,40,40,R,R,70,30,40,50,50,55,NA,NA,NA,NA,NA,Position,"5' 11""",170,MI
Leonardo Bernal,NA,C,Catcher,STL,18,50,60,S,R,50,40,50,40,60,55,NA,NA,NA,NA,NA,Position,"6' 0""",200,C
Levi Kelly,NA,MIRP,Pitcher,ARI,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,70,50,NA,35,Pitcher,"6' 4""",205,RP
Levi Stoudt,NA,MIRP,Pitcher,CIN,24,50,50,L,R,NA,NA,NA,NA,NA,NA,50,60,NA,40,60,Pitcher,"6' 1""",195,RP
Linse Carvajal,NA,SIRP,Pitcher,TBR,23,60,40,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,45,Pitcher,"6' 2""",170,RP
Liover Peguero,89,2B,Position,PIT,21,50,60,R,R,60,50,50,60,60,55,NA,NA,NA,NA,NA,Position,"6' 1""",200,MI
Lizandro Espinoza,NA,SS,Position,STL,19,30,40,R,R,60,40,40,50,50,50,NA,NA,NA,NA,NA,Position,"5' 7""",158,MI
Logan Allen,62,SP,Pitcher,CLE,24,50,50,R,L,NA,NA,NA,NA,NA,NA,60,50,NA,NA,55,Pitcher,"6' 0""",180,SP
